time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,la_name,new_la_code,pcon_code,pcon_name,phase_type_grouping,establishment_type,hospital_school,sen_provision,pupil_count
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3090
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded secondary,Total,Total,Total,16721
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded secondary,Total,Total,"Education, health and care plan",775
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2044
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded special school,Total,Total,Total,816
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded special school,Total,Total,"Education, health and care plan",807
202425,Academic year,Local authority,E92000001,England,London,E12000007,320,Waltham Forest,E09000031,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,9
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,Independent school,Total,Total,Total,10027
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,Independent school,Total,Total,"Education, health and care plan",328
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,1912
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded alternative provision,Total,Total,Total,83
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded alternative provision,Total,Total,"Education, health and care plan",17
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,64
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded nursery,Total,Total,Total,119
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded nursery,Total,Total,"Education, health and care plan",3
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,8
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded primary,Total,Total,Total,17941
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded primary,Total,Total,"Education, health and care plan",904
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2621
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded secondary,Total,Total,Total,12852
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded secondary,Total,Total,"Education, health and care plan",566
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1693
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded special school,Total,Total,Total,905
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded special school,Total,Total,"Education, health and care plan",902
202425,Academic year,Local authority,E92000001,England,London,E12000007,212,Wandsworth,E09000032,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,3
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,Independent school,Total,Total,Total,9292
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,Independent school,Total,Total,"Education, health and care plan",329
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,1809
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded alternative provision,Total,Total,Total,61
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded alternative provision,Total,Total,"Education, health and care plan",11
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,48
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded nursery,Total,Total,Total,265
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded nursery,Total,Total,"Education, health and care plan",7
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,83
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded primary,Total,Total,Total,7653
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded primary,Total,Total,"Education, health and care plan",418
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,1010
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded secondary,Total,Total,Total,12572
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded secondary,Total,Total,"Education, health and care plan",363
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1459
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded special school,Total,Total,Total,312
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded special school,Total,Total,"Education, health and care plan",312
202425,Academic year,Local authority,E92000001,England,London,E12000007,213,Westminster,E09000033,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,0
202324,Academic year,National,E92000001,England,,,,,,,,Independent school,Total,Total,Total,593486
202324,Academic year,National,E92000001,England,,,,,,,,Independent school,Total,Total,"Education, health and care plan",33541
202324,Academic year,National,E92000001,England,,,,,,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,98969
202324,Academic year,National,E92000001,England,,,,,,,,Non-maintained special school,Total,Total,Total,4120
202324,Academic year,National,E92000001,England,,,,,,,,Non-maintained special school,Total,Total,"Education, health and care plan",4059
202324,Academic year,National,E92000001,England,,,,,,,,Non-maintained special school,Total,Total,SEN support / SEN without an EHC plan,54
202324,Academic year,National,E92000001,England,,,,,,,,State-funded alternative provision,Total,Total,Total,15866
202324,Academic year,National,E92000001,England,,,,,,,,State-funded alternative provision,Total,Total,"Education, health and care plan",3837
202324,Academic year,National,E92000001,England,,,,,,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,9212
202324,Academic year,National,E92000001,England,,,,,,,,State-funded nursery,Total,Total,Total,36726
202324,Academic year,National,E92000001,England,,,,,,,,State-funded nursery,Total,Total,"Education, health and care plan",831
202324,Academic year,National,E92000001,England,,,,,,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,6315
202324,Academic year,National,E92000001,England,,,,,,,,State-funded primary,Total,Total,Total,4614990
202324,Academic year,National,E92000001,England,,,,,,,,State-funded primary,Total,Total,"Education, health and care plan",136642
202324,Academic year,National,E92000001,England,,,,,,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,651458
202324,Academic year,National,E92000001,England,,,,,,,,State-funded secondary,Total,Total,Total,3669933
202324,Academic year,National,E92000001,England,,,,,,,,State-funded secondary,Total,Total,"Education, health and care plan",99825
202324,Academic year,National,E92000001,England,,,,,,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,471677
202324,Academic year,National,E92000001,England,,,,,,,,State-funded special school,Total,Total,Total,156952
202324,Academic year,National,E92000001,England,,,,,,,,State-funded special school,Total,Total,"Education, health and care plan",155619
202324,Academic year,National,E92000001,England,,,,,,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,1166
202324,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Independent school,Total,Total,Total,149252
202324,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Independent school,Total,Total,"Education, health and care plan",5322
202324,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,23537
202324,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Non-maintained special school,Total,Total,Total,246
202324,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Non-maintained special school,Total,Total,"Education, health and care plan",246
202324,Academic year,Regional,E92000001,England,London,E12000007,,,,,,Non-maintained special school,Total,Total,SEN support / SEN without an EHC plan,0
202324,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded alternative provision,Total,Total,Total,2481
202324,Academic year,Regional,E92000001,England,London,E12000007,,,,,,State-funded alternative provision,Total,Total,"Education, health and care plan",506
